python3 heartbeat.py
/usr/lib/python3/dist-packages/paramiko/pkey.py:59: CryptographyDeprecationWarning: TripleDES has been moved to cryptography.hazmat.decrepit.ciphers.algorithms.TripleDES and will be removed from cryptography.hazmat.primitives.ciphers.algorithms in 48.0.0.
  "cipher": algorithms.TripleDES,
/usr/lib/python3/dist-packages/paramiko/transport.py:220: CryptographyDeprecationWarning: Blowfish has been moved to cryptography.hazmat.decrepit.ciphers.algorithms.Blowfish and will be removed from cryptography.hazmat.primitives.ciphers.algorithms in 45.0.0.
  "class": algorithms.Blowfish,
/usr/lib/python3/dist-packages/paramiko/transport.py:244: CryptographyDeprecationWarning: TripleDES has been moved to cryptography.hazmat.decrepit.ciphers.algorithms.TripleDES and will be removed from cryptography.hazmat.primitives.ciphers.algorithms in 48.0.0.
  "class": algorithms.TripleDES,
| INFO     | heartbeat.v inferred as rtl/verilog
| INFO     | heartbeat.sdc inferred as constraint/sdc
| INFO     | Setting up node import.bluespec0 with bluespec/convert
| WARNING  | Removing import.bluespec0 due to no files in [input,hll,bsv]
| INFO     | Setting up node import.c0 with bambu/convert
| WARNING  | Removing import.c0 due to no files in [input,hll,c] or [input,hll,llvm]
| INFO     | Setting up node import.chisel0 with chisel/convert
| WARNING  | Removing import.chisel0 due to no files in [input,hll,scala] or [input,config,chisel]
| INFO     | Setting up node import.verilog0 with slang/elaborate
| INFO     | Setting up node import.vhdl0 with ghdl/convert
| WARNING  | Removing import.vhdl0 due to no files in [input,rtl,vhdl]
| INFO     | Setting up node import.convert0 with sv2v/convert
| WARNING  | Removing import.convert0 due to will not receive systemverilog to convert
| INFO     | Setting up node import.combine0 with builtin/concatenate
| WARNING  | Removing import.combine0 due to no need to concatenate file
| INFO     | Setting up node syn0 with yosys/syn_asic
| INFO     | Setting up node floorplan.init0 with openroad/init_floorplan
| INFO     | Setting up node floorplan.macro_placement0 with openroad/macro_placement
| INFO     | Setting up node floorplan.tapcell0 with openroad/endcap_tapcell_insertion
| INFO     | Setting up node floorplan.power_grid0 with openroad/power_grid
| INFO     | Setting up node floorplan.pin_placement0 with openroad/pin_placement
| INFO     | Setting up node place.global0 with openroad/global_placement
| INFO     | Setting up node place.repair_design0 with openroad/repair_design
| INFO     | Setting up node place.detailed0 with openroad/detailed_placement
| INFO     | Setting up node cts.clock_tree_synthesis0 with openroad/clock_tree_synthesis
| INFO     | Setting up node cts.repair_timing0 with openroad/repair_timing
| INFO     | Setting up node cts.fillcell0 with openroad/fillercell_insertion
| INFO     | Setting up node route.global0 with openroad/global_route
| INFO     | Setting up node route.antenna_repair0 with openroad/antenna_repair
| INFO     | Setting up node route.detailed0 with openroad/detailed_route
| INFO     | Setting up node dfm.metal_fill0 with openroad/fillmetal_insertion
| WARNING  | Removing dfm.metal_fill0 due to no fill script is available
| INFO     | Setting up node write.gds0 with klayout/export
| INFO     | Setting up node write.views0 with openroad/write_data
| INFO     | Checking manifest before running.
| INFO     | job0 | import.verilog       | 0 | Running in /home/thierry/SILICON_COMPILER/siliconcompiler/examples/heartbeat/build/heartbeat/job0/import.verilog/0
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_divfloor'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_modfloor'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_pow'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_pmux'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_demux'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_lut'.
| INFO     | job0 | syn                  | 0 | Successfully finished Verilog frontend.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 15.2. Continuing TECHMAP pass.
| INFO     | job0 | syn                  | 0 | No more expansions possible.
| INFO     | job0 | syn                  | 0 | <suppressed ~74 debug messages>
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt -fast -purge
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 16. Executing OPT pass (performing simple optimizations).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_expr
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 16.1. Executing OPT_EXPR pass (perform const folding).
| INFO     | job0 | syn                  | 0 | Optimizing module heartbeat.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_merge
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 16.2. Executing OPT_MERGE pass (detect identical cells).
| INFO     | job0 | syn                  | 0 | Finding identical cells in module `\heartbeat'.
| INFO     | job0 | syn                  | 0 | Removed a total of 0 cells.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_dff
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 16.3. Executing OPT_DFF pass (perform DFF optimizations).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_clean -purge
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 16.4. Executing OPT_CLEAN pass (remove unused cells and wires).
| INFO     | job0 | syn                  | 0 | Finding unused cells or wires in module \heartbeat..
| INFO     | job0 | syn                  | 0 | Removed 2 unused cells and 8 unused wires.
| INFO     | job0 | syn                  | 0 | <suppressed ~3 debug messages>
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 16.5. Finished fast OPT passes.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> techmap -map /home/thierry/.sc/cache/lambdapdk-v0.1.50/lambdapdk/freepdk45/libs/nangate45/techmap/yosys/cells_latch.v
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 17. Executing TECHMAP pass (map to technology primitives).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 17.1. Executing Verilog-2005 frontend: /home/thierry/.sc/cache/lambdapdk-v0.1.50/lambdapdk/freepdk45/libs/nangate45/techmap/yosys/cells_latch.v
| INFO     | job0 | syn                  | 0 | Parsing Verilog input from `/home/thierry/.sc/cache/lambdapdk-v0.1.50/lambdapdk/freepdk45/libs/nangate45/techmap/yosys/cells_latch.v' to AST representation.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\$_DLATCH_P_'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\$_DLATCH_N_'.
| INFO     | job0 | syn                  | 0 | Successfully finished Verilog frontend.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 17.2. Continuing TECHMAP pass.
| INFO     | job0 | syn                  | 0 | No more expansions possible.
| INFO     | job0 | syn                  | 0 | <suppressed ~4 debug messages>
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> techmap
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 18. Executing TECHMAP pass (map to technology primitives).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 18.1. Executing Verilog-2005 frontend: /home/thierry/.local/bin/../share/yosys/techmap.v
| INFO     | job0 | syn                  | 0 | Parsing Verilog input from `/home/thierry/.local/bin/../share/yosys/techmap.v' to AST representation.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_bool_ops'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_reduce_ops'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_logic_ops'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_compare_ops'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_various'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_registers'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_shift_ops_shr_shl_sshl_sshr'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_shift_shiftx'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_fa'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_lcu_brent_kung'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_alu'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_macc'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_alumacc'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\$__div_mod_u'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\$__div_mod_trunc'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_div'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_mod'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\$__div_mod_floor'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_divfloor'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_modfloor'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_pow'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_pmux'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_demux'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_lut'.
| INFO     | job0 | syn                  | 0 | Successfully finished Verilog frontend.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 18.2. Continuing TECHMAP pass.
| INFO     | job0 | syn                  | 0 | No more expansions possible.
| INFO     | job0 | syn                  | 0 | <suppressed ~74 debug messages>
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt -fast -purge
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 19. Executing OPT pass (performing simple optimizations).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_expr
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 19.1. Executing OPT_EXPR pass (perform const folding).
| INFO     | job0 | syn                  | 0 | Optimizing module heartbeat.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_merge
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 19.2. Executing OPT_MERGE pass (detect identical cells).
| INFO     | job0 | syn                  | 0 | Finding identical cells in module `\heartbeat'.
| INFO     | job0 | syn                  | 0 | Removed a total of 0 cells.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_dff
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 19.3. Executing OPT_DFF pass (perform DFF optimizations).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_clean -purge
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 19.4. Executing OPT_CLEAN pass (remove unused cells and wires).
| INFO     | job0 | syn                  | 0 | Finding unused cells or wires in module \heartbeat..
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 19.5. Finished fast OPT passes.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> rename -wire
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> dfflibmap -dont_use OAI211_X1 -liberty /home/thierry/SILICON_COMPILER/siliconcompiler/examples/heartbeat/build/heartbeat/job0/syn/0/inputs/sc_logic_nangate45_NangateOpenCellLibrary_typical.lib
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 20. Executing DFFLIBMAP pass (mapping DFF cells to sequential cells from liberty file).
| INFO     | job0 | syn                  | 0 |   cell DFF_X1 (noninv, pins=4, area=4.52) is a direct match for cell type $_DFF_P_.
| INFO     | job0 | syn                  | 0 |   cell DFFR_X1 (noninv, pins=5, area=5.32) is a direct match for cell type $_DFF_PN0_.
| INFO     | job0 | syn                  | 0 |   cell DFFS_X1 (noninv, pins=5, area=5.32) is a direct match for cell type $_DFF_PN1_.
| INFO     | job0 | syn                  | 0 |   cell DFFRS_X1 (noninv, pins=6, area=6.38) is a direct match for cell type $_DFFSR_PNN_.
| INFO     | job0 | syn                  | 0 |   final dff cell mappings:
| INFO     | job0 | syn                  | 0 |     unmapped dff cell: $_DFF_N_
| INFO     | job0 | syn                  | 0 |     \DFF_X1 _DFF_P_ (.CK( C), .D( D), .Q( Q), .QN(~Q));
| INFO     | job0 | syn                  | 0 |     unmapped dff cell: $_DFF_NN0_
| INFO     | job0 | syn                  | 0 |     unmapped dff cell: $_DFF_NN1_
| INFO     | job0 | syn                  | 0 |     unmapped dff cell: $_DFF_NP0_
| INFO     | job0 | syn                  | 0 |     unmapped dff cell: $_DFF_NP1_
| INFO     | job0 | syn                  | 0 |     \DFFR_X1 _DFF_PN0_ (.CK( C), .D( D), .Q( Q), .QN(~Q), .RN( R));
| INFO     | job0 | syn                  | 0 |     \DFFS_X1 _DFF_PN1_ (.CK( C), .D( D), .Q( Q), .QN(~Q), .SN( R));
| INFO     | job0 | syn                  | 0 |     unmapped dff cell: $_DFF_PP0_
| INFO     | job0 | syn                  | 0 |     unmapped dff cell: $_DFF_PP1_
| INFO     | job0 | syn                  | 0 |     unmapped dff cell: $_DFFE_NN_
| INFO     | job0 | syn                  | 0 |     unmapped dff cell: $_DFFE_NP_
| INFO     | job0 | syn                  | 0 |     unmapped dff cell: $_DFFE_PN_
| INFO     | job0 | syn                  | 0 |     unmapped dff cell: $_DFFE_PP_
| INFO     | job0 | syn                  | 0 |     unmapped dff cell: $_DFFSR_NNN_
| INFO     | job0 | syn                  | 0 |     unmapped dff cell: $_DFFSR_NNP_
| INFO     | job0 | syn                  | 0 |     unmapped dff cell: $_DFFSR_NPN_
| INFO     | job0 | syn                  | 0 |     unmapped dff cell: $_DFFSR_NPP_
| INFO     | job0 | syn                  | 0 |     \DFFRS_X1 _DFFSR_PNN_ (.CK( C), .D( D), .Q( Q), .QN(~Q), .RN( R), .SN( S));
| INFO     | job0 | syn                  | 0 |     unmapped dff cell: $_DFFSR_PNP_
| INFO     | job0 | syn                  | 0 |     unmapped dff cell: $_DFFSR_PPN_
| INFO     | job0 | syn                  | 0 |     unmapped dff cell: $_DFFSR_PPP_
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> dfflegalize -cell $_DFF_P_ 01 -cell $_DFF_PN0_ 01 -cell $_DFF_PN1_ 01 -cell $_DFFSR_PNN_ 01 t:$_DFF* t:$_SDFF*
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 20.1. Executing DFFLEGALIZE pass (convert FFs to types supported by the target).
| INFO     | job0 | syn                  | 0 | <suppressed ~8 debug messages>
| INFO     | job0 | syn                  | 0 | Mapping DFF cells in module `\heartbeat':
| INFO     | job0 | syn                  | 0 |   mapped 9 $_DFF_PN0_ cells to \DFFR_X1 cells.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> techmap
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 21. Executing TECHMAP pass (map to technology primitives).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 21.1. Executing Verilog-2005 frontend: /home/thierry/.local/bin/../share/yosys/techmap.v
| INFO     | job0 | syn                  | 0 | Parsing Verilog input from `/home/thierry/.local/bin/../share/yosys/techmap.v' to AST representation.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_bool_ops'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_reduce_ops'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_logic_ops'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_compare_ops'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_various'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_registers'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_shift_ops_shr_shl_sshl_sshr'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_shift_shiftx'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_fa'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_lcu_brent_kung'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_alu'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_macc'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_alumacc'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\$__div_mod_u'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\$__div_mod_trunc'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_div'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_mod'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\$__div_mod_floor'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_divfloor'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_modfloor'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_pow'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_pmux'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_demux'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_lut'.
| INFO     | job0 | syn                  | 0 | Successfully finished Verilog frontend.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 21.2. Continuing TECHMAP pass.
| INFO     | job0 | syn                  | 0 | No more expansions possible.
| INFO     | job0 | syn                  | 0 | <suppressed ~74 debug messages>
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt -purge
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 22. Executing OPT pass (performing simple optimizations).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_expr
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 22.1. Executing OPT_EXPR pass (perform const folding).
| INFO     | job0 | syn                  | 0 | Optimizing module heartbeat.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_merge -nomux
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 22.2. Executing OPT_MERGE pass (detect identical cells).
| INFO     | job0 | syn                  | 0 | Finding identical cells in module `\heartbeat'.
| INFO     | job0 | syn                  | 0 | Removed a total of 0 cells.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_muxtree
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 22.3. Executing OPT_MUXTREE pass (detect dead branches in mux trees).
| INFO     | job0 | syn                  | 0 | Running muxtree optimizer on module \heartbeat..
| INFO     | job0 | syn                  | 0 |   Creating internal representation of mux trees.
| INFO     | job0 | syn                  | 0 |   No muxes found in this module.
| INFO     | job0 | syn                  | 0 | Removed 0 multiplexer ports.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_reduce
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 22.4. Executing OPT_REDUCE pass (consolidate $*mux and $reduce_* inputs).
| INFO     | job0 | syn                  | 0 |   Optimizing cells in module \heartbeat.
| INFO     | job0 | syn                  | 0 | Performed a total of 0 changes.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_merge
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 22.5. Executing OPT_MERGE pass (detect identical cells).
| INFO     | job0 | syn                  | 0 | Finding identical cells in module `\heartbeat'.
| INFO     | job0 | syn                  | 0 | Removed a total of 0 cells.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_dff
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 22.6. Executing OPT_DFF pass (perform DFF optimizations).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_clean -purge
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 22.7. Executing OPT_CLEAN pass (remove unused cells and wires).
| INFO     | job0 | syn                  | 0 | Finding unused cells or wires in module \heartbeat..
| INFO     | job0 | syn                  | 0 | Removed 1 unused cells and 2 unused wires.
| INFO     | job0 | syn                  | 0 | <suppressed ~2 debug messages>
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_expr
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 22.8. Executing OPT_EXPR pass (perform const folding).
| INFO     | job0 | syn                  | 0 | Optimizing module heartbeat.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 22.9. Rerunning OPT passes. (Maybe there is more to do..)
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_muxtree
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 22.10. Executing OPT_MUXTREE pass (detect dead branches in mux trees).
| INFO     | job0 | syn                  | 0 | Running muxtree optimizer on module \heartbeat..
| INFO     | job0 | syn                  | 0 |   Creating internal representation of mux trees.
| INFO     | job0 | syn                  | 0 |   No muxes found in this module.
| INFO     | job0 | syn                  | 0 | Removed 0 multiplexer ports.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_reduce
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 22.11. Executing OPT_REDUCE pass (consolidate $*mux and $reduce_* inputs).
| INFO     | job0 | syn                  | 0 |   Optimizing cells in module \heartbeat.
| INFO     | job0 | syn                  | 0 | Performed a total of 0 changes.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_merge
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 22.12. Executing OPT_MERGE pass (detect identical cells).
| INFO     | job0 | syn                  | 0 | Finding identical cells in module `\heartbeat'.
| INFO     | job0 | syn                  | 0 | Removed a total of 0 cells.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_dff
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 22.13. Executing OPT_DFF pass (perform DFF optimizations).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_clean -purge
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 22.14. Executing OPT_CLEAN pass (remove unused cells and wires).
| INFO     | job0 | syn                  | 0 | Finding unused cells or wires in module \heartbeat..
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_expr
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 22.15. Executing OPT_EXPR pass (perform const folding).
| INFO     | job0 | syn                  | 0 | Optimizing module heartbeat.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 22.16. Finished OPT passes. (There is nothing left to do.)
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> abc -D 10000 -constr /home/thierry/SILICON_COMPILER/siliconcompiler/examples/heartbeat/build/heartbeat/job0/syn/0/inputs/sc_abc.constraints -liberty /home/thierry/SILICON_COMPILER/siliconcompiler/examples/heartbeat/build/heartbeat/job0/syn/0/inputs/sc_logic_nangate45_NangateOpenCellLibrary_typical.lib -dont_use OAI211_X1 -dont_use CLKBUF_X1 -dont_use CLKBUF_X2 -dont_use CLKBUF_X3
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 23. Executing ABC pass (technology mapping using ABC).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 23.1. Extracting gate netlist of module `\heartbeat' to `<abc-temp-dir>/input.blif'..
| INFO     | job0 | syn                  | 0 | Extracted 22 gates and 31 wires to a netlist network with 9 inputs and 7 outputs.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 23.1.1. Executing ABC.
| INFO     | job0 | syn                  | 0 | Running ABC command: "<yosys-exe-dir>/yosys-abc" -s -f <abc-temp-dir>/abc.script 2>&1
| INFO     | job0 | syn                  | 0 | ABC: ABC command line: "source <abc-temp-dir>/abc.script".
| INFO     | job0 | syn                  | 0 | ABC:
| INFO     | job0 | syn                  | 0 | ABC: + read_blif <abc-temp-dir>/input.blif
| INFO     | job0 | syn                  | 0 | ABC: + read_lib -X OAI211_X1 -X CLKBUF_X1 -X CLKBUF_X2 -X CLKBUF_X3 -w /home/thierry/SILICON_COMPILER/siliconcompiler/examples/heartbeat/build/heartbeat/job0/syn/0/inputs/sc_logic_nangate45_NangateOpenCellLibrary_typical.lib
| INFO     | job0 | syn                  | 0 | ABC: Parsing finished successfully.  Parsing time =     0.06 sec
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped cell "ANTENNA_X1" due to dont_use attribute.
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped cell "CLKBUF_X1" due to dont_use attribute.
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped cell "CLKBUF_X2" due to dont_use attribute.
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped cell "CLKBUF_X3" due to dont_use attribute.
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped cell "CLKGATETST_X1" without logic function.
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped cell "CLKGATETST_X2" without logic function.
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped cell "CLKGATETST_X4" without logic function.
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped cell "CLKGATETST_X8" without logic function.
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped cell "CLKGATE_X1" without logic function.
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped cell "CLKGATE_X2" without logic function.
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped cell "CLKGATE_X4" without logic function.
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped cell "CLKGATE_X8" without logic function.
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped sequential cell "DFFRS_X1".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped sequential cell "DFFRS_X2".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped sequential cell "DFFR_X1".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped sequential cell "DFFR_X2".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped sequential cell "DFFS_X1".
